Age,Age_Group,Gender,MaritalStatus,Education_Level,Department,JobRole,Job_Satisfaction_Level,Work_Life_Balance_Level,MonthlyIncome,OverTime,OverTime_Flag,YearsAtCompany,Tenure_Group,Attrition,Attrition_Flag,BusinessTravel,DistanceFromHome,Commute_Distance,High_Risk,Long_Without_Promo,Stock_Option_Level,Performance_Rating_Level,EmployeeNumber,EducationField
41,36-45,Male,Divorced,Master,Human Resources,Manager,Very High,Medium,19141,No,0,21,20+ years,No,0,Travel_Rarely,10,Far,1,1,High,Good,731,Human Resources
60,56-65,Male,Single,Master,Sales,Sales Executive,Low,High,5405,No,0,2,0-2 years,No,0,Travel_Rarely,16,Very Far,1,0,,Good,732,Marketing
27,26-35,Male,Divorced,College,Research & Development,Manufacturing Director,Low,Medium,8793,No,0,9,5-10 years,No,0,Travel_Frequently,10,Far,1,0,Medium,Outstanding,733,Life Sciences
41,36-45,Male,Married,Bachelor,Human Resources,Manager,High,High,19189,No,0,22,20+ years,No,0,Travel_Rarely,1,Near,0,0,Low,Good,734,Human Resources
50,46-55,Male,Married,Master,Sales,Sales Representative,Medium,High,3875,No,0,2,0-2 years,No,0,Travel_Rarely,8,Far,1,0,Low,Good,738,Marketing
28,26-35,Female,Single,College,Research & Development,Research Scientist,Medium,High,2216,Yes,1,7,5-10 years,Yes,1,Travel_Rarely,1,Near,1,1,,Good,741,Life Sciences
36,36-45,Female,Married,Bachelor,Research & Development,Research Director,Low,High,11713,No,0,8,5-10 years,No,0,Non-Travel,8,Far,1,0,Low,Good,742,Life Sciences
38,36-45,Female,Single,Bachelor,Research & Development,Manufacturing Director,High,Very High,7861,Yes,1,1,0-2 years,No,0,Travel_Rarely,1,Near,0,0,,Good,743,Life Sciences
44,36-45,Male,Single,Bachelor,Research & Development,Laboratory Technician,High,High,3708,No,0,5,2-5 years,No,0,Non-Travel,24,Very Far,0,0,,Good,744,Medical
47,46-55,Female,Divorced,Bachelor,Sales,Sales Executive,High,Medium,13770,Yes,1,22,20+ years,No,0,Travel_Frequently,3,Moderate,1,1,Medium,Good,746,Medical
30,26-35,Male,Divorced,Doctor,Sales,Sales Executive,Very High,Medium,5304,No,0,8,5-10 years,No,0,Travel_Rarely,27,Very Far,1,1,Low,Outstanding,747,Marketing
29,26-35,Male,Single,Bachelor,Sales,Sales Representative,High,High,2642,No,0,1,0-2 years,No,0,Travel_Rarely,10,Far,0,0,,Good,749,Life Sciences
42,36-45,Male,Divorced,Bachelor,Research & Development,Research Scientist,High,High,2759,Yes,1,2,0-2 years,Yes,1,Travel_Frequently,19,Very Far,0,0,,Good,752,Medical
43,36-45,Male,Married,Bachelor,Sales,Sales Executive,Very High,High,6804,No,0,2,0-2 years,No,0,Travel_Frequently,15,Very Far,0,0,Low,Good,754,Life Sciences
34,26-35,Female,Single,College,Research & Development,Healthcare Representative,High,High,6142,No,0,5,2-5 years,No,0,Travel_Rarely,8,Far,0,1,,Good,757,Medical
23,18-25,Male,Married,Below College,Research & Development,Laboratory Technician,Low,Very High,2500,No,0,4,2-5 years,No,0,Travel_Rarely,9,Far,1,0,Low,Good,758,Medical
39,36-45,Female,Married,Bachelor,Human Resources,Human Resources,Medium,Low,6389,No,0,8,5-10 years,No,0,Travel_Rarely,3,Moderate,1,1,Low,Good,760,Human Resources
56,56-65,Male,Married,Bachelor,Research & Development,Healthcare Representative,Very High,Medium,11103,No,0,10,5-10 years,No,0,Travel_Rarely,9,Far,1,0,,Good,762,Medical
40,36-45,Female,Single,Below College,Research & Development,Research Scientist,Very High,Medium,2342,Yes,1,4,2-5 years,No,0,Travel_Rarely,2,Near,1,0,,Outstanding,763,Medical
27,26-35,Female,Single,Bachelor,Research & Development,Healthcare Representative,Low,Low,6811,No,0,7,5-10 years,No,0,Travel_Rarely,7,Far,1,0,,Good,764,Medical
29,26-35,Male,Divorced,Bachelor,Sales,Sales Representative,Medium,High,2297,No,0,2,0-2 years,No,0,Travel_Rarely,10,Far,1,0,Medium,Good,766,Marketing
53,46-55,Male,Single,Bachelor,Research & Development,Laboratory Technician,Very High,High,2450,No,0,2,0-2 years,No,0,Travel_Rarely,6,Far,0,0,,Good,769,Life Sciences
35,26-35,Female,Divorced,Master,Research & Development,Healthcare Representative,Low,Very High,5093,No,0,1,0-2 years,No,0,Non-Travel,2,Near,1,0,Low,Good,771,Life Sciences
32,26-35,Male,Married,Master,Research & Development,Laboratory Technician,Very High,High,5309,No,0,10,5-10 years,No,0,Travel_Frequently,24,Very Far,0,1,Medium,Good,772,Life Sciences
38,36-45,Male,Married,Doctor,Research & Development,Research Scientist,High,Low,3057,Yes,1,1,0-2 years,No,0,Travel_Rarely,2,Near,1,0,Low,Good,773,Medical
34,26-35,Female,Divorced,Doctor,Research & Development,Manufacturing Director,Low,High,5121,No,0,0,,No,0,Travel_Rarely,8,Far,1,0,Low,Good,775,Life Sciences
52,46-55,Male,Married,Master,Sales,Manager,Low,Very High,16856,No,0,34,20+ years,No,0,Travel_Rarely,3,Moderate,1,0,,Good,776,Marketing
33,26-35,Male,Single,Master,Research & Development,Research Scientist,Very High,Medium,2686,Yes,1,10,5-10 years,Yes,1,Travel_Rarely,1,Near,1,1,,Good,780,Other
25,18-25,Female,Single,Below College,Sales,Sales Executive,Very High,Medium,6180,No,0,6,5-10 years,No,0,Travel_Rarely,26,Very Far,1,0,,Outstanding,781,Medical
45,36-45,Male,Single,College,Sales,Sales Representative,High,High,6632,No,0,8,5-10 years,No,0,Travel_Rarely,2,Near,0,1,,Good,783,Technical Degree
23,18-25,Male,Single,Below College,Research & Development,Research Scientist,High,High,3505,No,0,2,0-2 years,No,0,Travel_Rarely,10,Far,0,0,,Good,784,Medical
47,46-55,Female,Single,College,Sales,Sales Executive,High,High,6397,Yes,1,5,2-5 years,Yes,1,Travel_Frequently,27,Very Far,0,0,,Good,785,Life Sciences
34,26-35,Male,Single,Bachelor,Sales,Sales Executive,Very High,High,6274,No,0,6,5-10 years,No,0,Travel_Rarely,2,Near,0,0,,Outstanding,786,Other
55,46-55,Male,Married,Bachelor,Research & Development,Manager,Low,High,19859,Yes,1,5,2-5 years,Yes,1,Travel_Rarely,2,Near,1,0,Low,Good,787,Medical
36,36-45,Male,Single,Master,Sales,Sales Executive,Low,High,7587,No,0,10,5-10 years,No,0,Non-Travel,8,Far,1,0,,Good,789,Life Sciences
52,46-55,Male,Married,Master,Research & Development,Research Scientist,Very High,High,4258,No,0,4,2-5 years,No,0,Non-Travel,19,Very Far,0,0,Low,Good,791,Medical
26,26-35,Female,Divorced,College,Research & Development,Laboratory Technician,Very High,High,4364,No,0,2,0-2 years,No,0,Travel_Frequently,1,Near,0,0,Low,Good,792,Life Sciences
29,26-35,Female,Married,Bachelor,Research & Development,Healthcare Representative,High,Medium,4335,No,0,8,5-10 years,No,0,Travel_Rarely,27,Very Far,1,0,Low,Good,793,Medical
26,26-35,Male,Single,Bachelor,Sales,Sales Executive,Low,Medium,5326,No,0,4,2-5 years,Yes,1,Travel_Rarely,8,Far,1,0,,Good,796,Technical Degree
34,26-35,Female,Single,Master,Research & Development,Research Scientist,Very High,High,3280,No,0,4,2-5 years,No,0,Travel_Rarely,1,Near,0,0,,Good,797,Life Sciences
54,46-55,Female,Divorced,Master,Research & Development,Manufacturing Director,Low,High,5485,Yes,1,5,2-5 years,No,0,Travel_Rarely,19,Very Far,1,0,Medium,Good,799,Medical
27,26-35,Male,Married,Below College,Sales,Sales Executive,Very High,High,4342,No,0,4,2-5 years,No,0,Travel_Frequently,8,Far,0,0,Low,Good,800,Marketing
37,36-45,Female,Divorced,Below College,Research & Development,Research Scientist,Low,Medium,2782,Yes,1,5,2-5 years,No,0,Travel_Rarely,10,Far,1,1,Medium,Good,802,Life Sciences
38,36-45,Female,Single,Master,Research & Development,Manufacturing Director,Low,High,5980,Yes,1,15,10-20 years,No,0,Travel_Frequently,2,Near,1,1,,Good,803,Life Sciences
34,26-35,Female,Single,Master,Research & Development,Research Scientist,Low,High,4381,No,0,6,5-10 years,No,0,Travel_Rarely,2,Near,1,0,,Good,804,Medical
35,26-35,Female,Married,Master,Sales,Sales Representative,Very High,Medium,2572,No,0,3,2-5 years,No,0,Travel_Rarely,8,Far,1,0,Low,Good,805,Life Sciences
30,26-35,Male,Married,Bachelor,Research & Development,Laboratory Technician,High,High,3833,No,0,2,0-2 years,No,0,Travel_Rarely,1,Near,0,0,Medium,Outstanding,806,Life Sciences
40,36-45,Female,Married,College,Research & Development,Healthcare Representative,Medium,High,4244,No,0,8,5-10 years,No,0,Travel_Frequently,2,Near,1,1,Low,Outstanding,807,Medical
34,26-35,Female,Married,College,Sales,Sales Executive,Low,High,6500,No,0,3,2-5 years,No,0,Travel_Rarely,8,Far,1,0,Low,Good,808,Life Sciences
42,36-45,Male,Divorced,Bachelor,Research & Development,Manager,Very High,Medium,18430,No,0,24,20+ years,No,0,Travel_Frequently,8,Far,1,1,Low,Good,809,Life Sciences
23,18-25,Male,Married,Bachelor,Research & Development,Laboratory Technician,Low,High,1601,Yes,1,0,,Yes,1,Travel_Rarely,6,Far,1,0,Medium,Outstanding,811,Life Sciences
24,18-25,Male,Divorced,Bachelor,Research & Development,Laboratory Technician,Medium,High,2694,No,0,1,0-2 years,No,0,Non-Travel,9,Far,1,0,High,Good,812,Life Sciences
52,46-55,Female,Married,Master,Research & Development,Laboratory Technician,High,High,3149,No,0,5,2-5 years,No,0,Travel_Rarely,11,Very Far,0,0,Low,Outstanding,813,Life Sciences
50,46-55,Male,Married,Bachelor,Research & Development,Research Director,High,High,17639,No,0,4,2-5 years,No,0,Travel_Rarely,2,Near,0,0,,Good,815,Medical
29,26-35,Female,Married,College,Research & Development,Laboratory Technician,Low,High,2319,Yes,1,1,0-2 years,Yes,1,Travel_Rarely,1,Near,1,0,Low,Good,816,Life Sciences
33,26-35,Male,Married,Bachelor,Research & Development,Research Director,High,Very High,11691,No,0,13,10-20 years,No,0,Travel_Rarely,7,Far,0,1,,Good,817,Medical
33,26-35,Female,Single,Bachelor,Sales,Sales Executive,Low,High,5324,No,0,3,2-5 years,Yes,1,Travel_Rarely,16,Very Far,1,0,,Good,819,Marketing
47,46-55,Female,Married,College,Research & Development,Manager,Very High,Medium,16752,Yes,1,26,20+ years,No,0,Travel_Rarely,2,Near,1,1,Low,Good,820,Other
36,36-45,Female,Married,Bachelor,Research & Development,Manufacturing Director,Medium,High,5228,No,0,9,5-10 years,No,0,Travel_Rarely,1,Near,1,0,Low,Good,823,Other
29,26-35,Male,Married,College,Research & Development,Research Scientist,High,High,2700,No,0,10,5-10 years,No,0,Travel_Rarely,23,Very Far,0,0,Low,Outstanding,824,Life Sciences
58,56-65,Male,Single,Master,Research & Development,Research Director,Medium,High,19246,Yes,1,31,20+ years,Yes,1,Travel_Rarely,2,Near,1,1,,Good,825,Life Sciences
35,26-35,Female,Single,Master,Research & Development,Research Scientist,High,High,2506,No,0,2,0-2 years,No,0,Travel_Rarely,1,Near,0,0,,Good,826,Life Sciences
42,36-45,Female,Married,College,Research & Development,Manufacturing Director,Very High,High,6062,Yes,1,4,2-5 years,No,0,Travel_Rarely,1,Near,0,0,Low,Good,827,Life Sciences
28,26-35,Male,Single,Master,Research & Development,Research Scientist,High,Medium,4382,No,0,2,0-2 years,Yes,1,Travel_Rarely,2,Near,1,0,,Good,828,Medical
36,36-45,Male,Married,Bachelor,Human Resources,Human Resources,Medium,High,2143,No,0,5,2-5 years,No,0,Travel_Rarely,13,Very Far,1,0,Low,Good,829,Human Resources
32,26-35,Female,Married,Bachelor,Research & Development,Manufacturing Director,High,High,6162,No,0,14,10-20 years,No,0,Travel_Rarely,4,Moderate,0,1,Low,Good,830,Life Sciences
40,36-45,Male,Single,Master,Research & Development,Laboratory Technician,High,High,5094,No,0,1,0-2 years,No,0,Travel_Frequently,16,Very Far,0,0,,Good,832,Medical
30,26-35,Female,Single,Bachelor,Research & Development,Manufacturing Director,Very High,Medium,6877,Yes,1,0,,No,0,Travel_Rarely,2,Near,1,0,,Outstanding,833,Medical
45,36-45,Female,Single,Bachelor,Research & Development,Research Scientist,High,High,2274,No,0,1,0-2 years,No,0,Travel_Rarely,2,Near,0,0,,Good,834,Life Sciences
42,36-45,Male,Married,Bachelor,Research & Development,Manufacturing Director,Medium,Medium,4434,No,0,9,5-10 years,No,0,Travel_Rarely,29,Very Far,1,1,Low,Good,836,Life Sciences
38,36-45,Male,Divorced,Bachelor,Research & Development,Healthcare Representative,Low,Medium,6288,No,0,4,2-5 years,No,0,Travel_Frequently,12,Very Far,1,0,Low,Good,837,Life Sciences
34,26-35,Female,Single,Master,Research & Development,Research Scientist,Very High,High,2553,No,0,5,2-5 years,No,0,Travel_Frequently,16,Very Far,0,0,,Good,838,Life Sciences
49,46-55,Female,Married,Bachelor,Sales,Sales Executive,Very High,Very High,7654,No,0,9,5-10 years,Yes,1,Travel_Rarely,11,Very Far,0,1,Medium,Good,840,Marketing
55,46-55,Male,Single,Below College,Sales,Sales Executive,Very High,Medium,5160,No,0,9,5-10 years,Yes,1,Travel_Rarely,2,Near,1,1,,Good,842,Medical
43,36-45,Male,Married,College,Research & Development,Research Director,Low,High,17159,No,0,4,2-5 years,No,0,Travel_Rarely,14,Very Far,1,0,Low,Outstanding,843,Life Sciences
27,26-35,Male,Divorced,Below College,Research & Development,Research Director,Very High,High,12808,Yes,1,9,5-10 years,No,0,Travel_Rarely,5,Moderate,0,0,Low,Good,844,Technical Degree
35,26-35,Male,Single,Bachelor,Research & Development,Manufacturing Director,High,Very High,10221,No,0,8,5-10 years,No,0,Travel_Rarely,7,Far,0,0,,Outstanding,845,Other
28,26-35,Female,Married,Master,Sales,Sales Executive,Medium,High,4779,Yes,1,8,5-10 years,No,0,Travel_Rarely,2,Near,1,1,,Outstanding,846,Marketing
34,26-35,Male,Married,College,Human Resources,Human Resources,Very High,Low,3737,No,0,3,2-5 years,No,0,Travel_Rarely,3,Moderate,1,0,Low,Good,847,Human Resources
26,26-35,Female,Married,College,Research & Development,Research Scientist,High,High,2366,Yes,1,8,5-10 years,Yes,1,Travel_Frequently,5,Moderate,0,0,Low,Good,848,Medical
27,26-35,Male,Married,Bachelor,Research & Development,Research Scientist,Very High,Medium,1706,No,0,0,,No,0,Non-Travel,3,Moderate,1,0,High,Good,850,Medical
51,46-55,Female,Married,Master,Sales,Manager,High,Medium,16307,No,0,20,10-20 years,No,0,Travel_Rarely,26,Very Far,1,1,Low,Good,851,Marketing
44,36-45,Male,Single,Bachelor,Research & Development,Healthcare Representative,Medium,Medium,5933,No,0,5,2-5 years,No,0,Travel_Rarely,4,Moderate,1,0,,Good,852,Medical
25,18-25,Male,Single,Below College,Research & Development,Research Scientist,Low,Medium,3424,No,0,4,2-5 years,No,0,Travel_Rarely,2,Near,1,0,,Good,854,Medical
33,26-35,Male,Divorced,Bachelor,Sales,Sales Executive,Low,High,4037,No,0,9,5-10 years,No,0,Travel_Rarely,1,Near,1,0,Low,Outstanding,855,Medical
35,26-35,Female,Single,Below College,Research & Development,Research Scientist,Low,Medium,2559,No,0,6,5-10 years,No,0,Travel_Rarely,27,Very Far,1,0,,Good,856,Medical
36,36-45,Male,Married,College,Sales,Sales Executive,Very High,Medium,6201,Yes,1,18,10-20 years,No,0,Travel_Rarely,1,Near,1,1,Low,Good,857,Life Sciences
32,26-35,Male,Divorced,Master,Sales,Sales Executive,Very High,Medium,4403,No,0,5,2-5 years,No,0,Travel_Rarely,13,Very Far,1,0,Low,Good,859,Life Sciences
30,26-35,Male,Divorced,Master,Research & Development,Research Scientist,Very High,Medium,3761,No,0,5,2-5 years,No,0,Travel_Frequently,5,Moderate,1,0,Low,Good,861,Life Sciences
53,46-55,Female,Married,College,Sales,Sales Executive,Very High,High,10934,Yes,1,5,2-5 years,No,0,Travel_Rarely,7,Far,0,0,Low,Good,862,Marketing
45,36-45,Male,Divorced,Bachelor,Sales,Sales Executive,Low,High,10761,Yes,1,5,2-5 years,No,0,Travel_Rarely,9,Far,1,0,Low,Good,864,Marketing
32,26-35,Female,Married,College,Research & Development,Research Scientist,High,Medium,5175,No,0,5,2-5 years,No,0,Travel_Rarely,8,Far,1,0,Low,Good,865,Medical
52,46-55,Female,Married,Master,Research & Development,Manufacturing Director,Very High,High,13826,No,0,9,5-10 years,No,0,Travel_Frequently,25,Very Far,0,0,,Outstanding,867,Medical
37,36-45,Male,Divorced,Master,Sales,Sales Executive,High,High,6334,No,0,1,0-2 years,No,0,Travel_Rarely,16,Very Far,0,0,Medium,Good,868,Marketing
28,26-35,Male,Divorced,College,Human Resources,Human Resources,Very High,High,4936,No,0,5,2-5 years,No,0,Travel_Rarely,8,Far,0,0,Low,Good,869,Medical
22,18-25,Male,Married,College,Research & Development,Manufacturing Director,Very High,Low,4775,No,0,2,0-2 years,No,0,Travel_Rarely,1,Near,1,0,Medium,Outstanding,872,Life Sciences
44,36-45,Male,Married,Master,Research & Development,Laboratory Technician,Very High,Medium,2818,Yes,1,3,2-5 years,No,0,Travel_Rarely,8,Far,1,0,Low,Outstanding,874,Life Sciences
42,36-45,Male,Single,Below College,Research & Development,Research Scientist,Very High,High,2515,Yes,1,2,0-2 years,No,0,Travel_Frequently,2,Near,0,0,,Good,875,Medical
36,36-45,Male,Married,Bachelor,Human Resources,Human Resources,Low,High,2342,No,0,5,2-5 years,No,0,Travel_Rarely,8,Far,1,0,,Outstanding,878,Life Sciences
25,18-25,Male,Married,Below College,Sales,Sales Executive,Low,High,4194,Yes,1,5,2-5 years,No,0,Travel_Rarely,3,Moderate,1,0,,Good,879,Other
35,26-35,Female,Married,Bachelor,Research & Development,Manufacturing Director,High,High,10685,Yes,1,17,10-20 years,No,0,Travel_Rarely,9,Far,0,1,Low,Outstanding,880,Life Sciences
35,26-35,Female,Divorced,Master,Research & Development,Research Scientist,Medium,Medium,2022,Yes,1,10,5-10 years,Yes,1,Travel_Frequently,25,Very Far,1,1,Low,Good,881,Life Sciences
32,26-35,Male,Divorced,Bachelor,Research & Development,Laboratory Technician,Very High,High,2314,No,0,3,2-5 years,No,0,Non-Travel,1,Near,0,0,Low,Good,882,Life Sciences
25,18-25,Male,Married,Below College,Sales,Sales Executive,Low,Very High,4256,No,0,5,2-5 years,No,0,Travel_Rarely,4,Moderate,1,0,,Good,885,Marketing
49,46-55,Female,Married,Bachelor,Research & Development,Research Scientist,Low,High,3580,No,0,4,2-5 years,No,0,Travel_Rarely,1,Near,1,0,Low,Good,887,Technical Degree
24,18-25,Male,Married,Below College,Research & Development,Laboratory Technician,Very High,Medium,3162,No,0,5,2-5 years,No,0,Non-Travel,4,Moderate,1,1,,Good,888,Life Sciences
32,26-35,Male,Married,College,Sales,Sales Executive,Medium,High,6524,No,0,10,5-10 years,No,0,Travel_Frequently,5,Moderate,1,1,Low,Good,889,Life Sciences
38,36-45,Male,Married,Bachelor,Sales,Sales Representative,Medium,High,2899,No,0,2,0-2 years,No,0,Travel_Rarely,9,Far,1,0,Low,Good,893,Marketing
42,36-45,Female,Married,Bachelor,Research & Development,Laboratory Technician,Very High,Medium,5231,Yes,1,5,2-5 years,No,0,Travel_Rarely,3,Moderate,1,0,Low,Good,894,Life Sciences
31,26-35,Male,Married,Master,Research & Development,Research Scientist,Very High,High,2356,Yes,1,6,5-10 years,No,0,Travel_Rarely,11,Very Far,0,0,Low,Good,895,Life Sciences
29,26-35,Female,Divorced,Bachelor,Sales,Sales Representative,High,High,2800,Yes,1,3,2-5 years,Yes,1,Travel_Rarely,1,Near,0,0,High,Good,896,Medical
53,46-55,Male,Married,Bachelor,Sales,Sales Executive,Very High,High,11836,No,0,2,0-2 years,No,0,Travel_Rarely,8,Far,0,0,Low,Good,897,Marketing
35,26-35,Male,Married,Bachelor,Research & Development,Manufacturing Director,Medium,High,10903,No,0,13,10-20 years,No,0,Travel_Rarely,25,Very Far,1,1,,Good,899,Technical Degree
37,36-45,Female,Married,College,Sales,Sales Representative,Very High,High,2973,No,0,5,2-5 years,No,0,Travel_Frequently,21,Very Far,0,0,Low,Good,900,Medical
53,46-55,Female,Single,Master,Research & Development,Research Director,Very High,High,14275,No,0,12,10-20 years,No,0,Travel_Rarely,23,Very Far,0,1,,Good,901,Life Sciences
43,36-45,Female,Married,Bachelor,Research & Development,Healthcare Representative,Very High,Medium,5562,No,0,5,2-5 years,No,0,Travel_Frequently,1,Near,1,0,Low,Good,902,Life Sciences
47,46-55,Female,Married,College,Sales,Sales Executive,Very High,High,4537,Yes,1,7,5-10 years,No,0,Travel_Rarely,2,Near,0,1,Low,Outstanding,903,Marketing
37,36-45,Male,Single,College,Sales,Sales Executive,Medium,High,7642,Yes,1,10,5-10 years,No,0,Non-Travel,19,Very Far,1,0,,Good,904,Medical
50,46-55,Male,Divorced,Master,Research & Development,Manager,Low,High,17924,No,0,31,20+ years,No,0,Non-Travel,2,Near,1,1,Low,Good,905,Life Sciences
39,36-45,Female,Married,Bachelor,Human Resources,Human Resources,Very High,High,5204,No,0,5,2-5 years,No,0,Travel_Rarely,2,Near,0,0,Medium,Good,909,Life Sciences
33,26-35,Male,Divorced,College,Human Resources,Human Resources,Medium,Very High,2277,Yes,1,4,2-5 years,No,0,Travel_Rarely,3,Moderate,1,0,Low,Good,910,Human Resources
